Contact ID,What is your current level of education?,Primary Associated Company ID,Number of Associated Deals,Omics Technology you are more interested in,Country/Region,City,Create Date,Level of Education,Last Activity Date,Original Source,Close Date,Days To Close,How difficult was it to take the couses?,How would you rate your experience?,Quote/Testimonial,Rate your experience,Rate your overall experience,Total Revenue,Was the previous course you took useful to complete this lesson?,Were the topics covered of interest?,What would you rate the workshop (1 poor - 5 excellent),Would you recommend the OmicsLogic Bioinformatics Research Fellowship Program to other students?,Would you recommend the course to anyone?,Associated Company
18058701,,8737113614,,,,,5/19/22 10:00,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,,,,,,,,,,,,UNAM
18057151,,8736892733,,,,Ogbomosho,5/19/22 9:06,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Search,,,,,,,,,,,,,,Ladoke Akintola University of Technology
18056451,,8736875368,,,,,5/19/22 9:01,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18056151,,8736961574,,,,rajkot,5/19/22 8:54,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,,,,,,,,,,,,saurashtra university
18055701,,,,,,,5/19/22 8:35,,,Offline Sources,,,,,,,,,,,,,,
18011051,,8736002226,,,,THANE,5/19/22 8:35,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Social,,,,,,,,,,,,,,IIT Jodhpur
18054051,,,,,,,5/19/22 7:14,,,Offline Sources,,,,,,,,,,,,,,
18053451,,,,,,,5/19/22 6:21,,,Offline Sources,,,,,,,,,,,,,,
18053301,,8734671654,,,,,5/19/22 6:11,Doctorate (Ph.D.),,Direct Traffic,,,,,,,,,,,,,,University of the Basque Country
18051551,,8733364124,,,,Mont Kiara,5/19/22 1:55,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,,,,,,,,,,,,Monash University Malaysia
18051401,,8733467735,,,,Pune,5/19/22 1:51,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Direct Traffic,,,,,,,,,,,,,,Symbiosis International University
18050851,,,,,,,5/19/22 1:32,,,Offline Sources,,,,,,,,,,,,,,
18050251,,,,,,,5/19/22 0:57,,,Direct Traffic,,,,,,,,,,,,,,
18050101,,8759513884,1,,Chile,Valdivia,5/19/22 0:44,Scientist (Institution or Company) ,,Offline Sources,5/24/22 0:55,6,It was not hard neither too easy,,,5,,10,Yes,,,,Yes,Neocroptech
18049751,,,,,,,5/18/22 23:48,,,Offline Sources,,,,,,,,,,,,,,
18049401,,,,,,,5/18/22 22:56,,,Offline Sources,,,,,,,,,,,,,,
18048701,,8730689189,,,,,5/18/22 21:26,Doctorate (Ph.D.),5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18048301,,,,,,,5/18/22 20:45,,,Offline Sources,,,,,,,,,,,,,,
18048201,,8730405451,,,,,5/18/22 19:46,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of delaware
18047701,,,1,,,,5/18/22 17:57,,5/24/22 11:00,Referrals,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
18046851,,8729562687,,,,,5/18/22 15:36,Post-Graduate (Post-doctorate),5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18046551,,8729357173,,,,,5/18/22 15:07,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,,,,,,,,,,,,University of Delaware
18046501,,8729447027,,,,,5/18/22 15:07,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18046401,,8729433454,,,,,5/18/22 15:03,Faculty ( In a University or any other institution),5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18046201,,8728526409,,,,Newark,5/18/22 15:02,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18045901,,8729307801,,,,,5/18/22 14:25,,,Offline Sources,,,,,,,,,,,,,,University of South Carolina
18045551,,8729293184,,,,,5/18/22 14:23,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 19:46,Direct Traffic,,,,,,,,,,,,,,University of South Carolina
18045751,,8729265249,,,,,5/18/22 14:14,Associate Degree or High School,5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,Delaware State University
17012551,,,1,,,,5/18/22 12:28,,5/18/22 12:27,Organic Social,,,,,,,,,,,,,,
18044151,,,,,,,5/18/22 12:02,,,Offline Sources,,,,,,,,,,,,,,
18043651,,8727460484,,,,,5/18/22 11:20,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Social,,,,,,,,,,,,,,University College Dublin
18042251,,8725984123,,,,,5/18/22 10:04,Undergraduate (Bachelors - B.Sc. or B.A.),5/25/22 15:00,Direct Traffic,,,,,,,,,,,,,,Delaware State University
18041951,,8725698441,,,,,5/18/22 9:32,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18042001,,,,,,,5/18/22 9:15,,,Offline Sources,,,,,,,,,,,,,,
18041751,,8725590697,,,,,5/18/22 8:59,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,,,,,,,,,,,,UVAS
18041801,,8725644609,,,,,5/18/22 8:56,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,,,,,,,,,,,,Kwame Nkrumah University of Science and Technology (KNUST)
17945851,,8725304353,,,,,5/18/22 8:38,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Social,,,,,,,,,,,,,,University for Development Studies
18041101,,8724583865,,,,,5/18/22 8:15,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18041151,,8725409586,,,,,5/18/22 8:13,Doctorate (Ph.D.),,Organic Social,,,,,,,,,,,,,,Jamia Millia Islamia (A Central University)
18039701,,8754860180,,,,Bengaluru,5/18/22 4:08,Doctorate (Ph.D.),,Offline Sources,,,,,,,,,,,,,,IISC
18039251,,8729784481,,,,Giza,5/18/22 2:14,Undergraduate (Bachelors - B.Sc. or B.A.),,Offline Sources,,,,,,,,,,,,,,Cairo University
18038201,,8721552501,,,,Riyadh,5/18/22 1:08,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Social,,,Extremely difficult,,,2,,,No,,,,No,Princess Noura Bint Abdulrahman University
18037851,,6435138115,,,,,5/18/22 0:45,,5/25/22 15:00,Offline Sources,,,,,,,,,,,,,,Louisiana State Univeristy
18037651,,1745489344,,,,,5/18/22 0:33,,5/18/22 0:33,Offline Sources,,,,,,,,,,,,,,REVA University
18037401,,8721308008,,,,,5/18/22 0:14,,,Offline Sources,,,,,,,,,,,,,,3BIGS
18034001,,8720007938,,,,,5/17/22 20:15,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Email Marketing,,,,,,,,,,,,,,University of Delaware
18033051,,8719759655,,,,,5/17/22 18:54,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,,,,,,,,,,,,HYGIEIA BUREAU FOR NUTRITIONAL SUPPORT
18032301,,8719499412,,,,Bamako,5/17/22 18:05,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Organic Social,,,,,,,,,,,,,,University of Sciences Technics and Technologies of Bamako (USTTB)
18032551,,1438708698,,,,,5/17/22 17:50,,,Organic Search,,,,,,,,,,,,,,University of Southern California
18028501,,8719446147,,,,,5/17/22 16:58,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Search,,,,,,,,,,,,,,University of Kent
18031701,,,,,,,5/17/22 15:52,,,Offline Sources,,,,,,,,,,,,,,
18031351,,8717939227,,,,,5/17/22 15:37,,,Offline Sources,,,,,,,,,,,,,,ui.ng
18029551,,8716567933,1,,,Bengaluru,5/17/22 13:12,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Paid Search,,,,,,,,,,,,,,Dayananda Sagar University
18029451,,7704817741,,,,,5/17/22 13:09,,5/25/22 15:00,Offline Sources,,,,,,,,,,,,,,University of Nebraska Medical Center
18028151,,,,,,,5/17/22 12:49,,,Organic Search,,,,,,,,,,,,,,
18028201,,,,,,,5/17/22 12:29,,,Offline Sources,,,,,,,,,,,,,,
18026101,,,,,,,5/17/22 11:03,,,Direct Traffic,,,,,,,,,,,,,,
18026051,,8715300161,,,,,5/17/22 11:01,,,Offline Sources,,,,,,,,,,,,,,Harvard University
18026001,,8715363345,,,,,5/17/22 10:56,,,Offline Sources,,,,,,,,,,,,,,Big
18025551,,,1,,,,5/17/22 10:43,,5/20/22 13:17,Direct Traffic,,,,,,,,,,,,,,
18024851,,,1,,United States,Tifton,5/17/22 10:15,,,Offline Sources,5/18/22 0:36,1,,,,,,10,,,,,,
18024701,,1736008363,,,,,5/17/22 10:15,,,Organic Search,,,,,,,,,,,,,,National Institutes of Health
18024401,,,,,,,5/17/22 10:09,,5/17/22 10:08,Organic Social,,,,,,,,,,,,,,
18022151,,2533346873,,,,,5/17/22 9:02,,,Direct Traffic,,,,,,,,,,,,,,Gmai
17974351,,8714579033,,,,Accra,5/17/22 8:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Organic Social,,,,,,,,,,,,,,University of Ghana
18021601,,6433575025,,,,,5/17/22 8:35,,5/17/22 8:34,Offline Sources,,,,,,,,,,,,,,Louisiana State University Shreveport
18021651,,,,,,,5/17/22 8:35,,,Offline Sources,,,,,,,,,,,,,,
17961501,,8714365529,,,,Hyderabad,5/17/22 7:47,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Paid Search,,,,,,,,,,,,,,DSOP
18019501,,8713693585,,,,,5/17/22 7:23,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/24/22 11:06,Organic Search,,,,,,,,,,,,,,Self
18018751,,,,,,,5/17/22 6:45,,,Organic Search,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,
18018301,,,,,,,5/17/22 6:29,,,Offline Sources,,,,,,,,,,,,,,
18017401,,5083329566,,,,,5/17/22 5:50,,,Offline Sources,,,,,,,,,,,,,,Aga Khan University
18017051,,,,,,,5/17/22 5:37,,,Offline Sources,,,,,,,,,,,,,,
18015651,,,,,,,5/17/22 4:50,,,Offline Sources,,,,,,,,,,,,,,
18014601,,,,,India,Kolkata,5/17/22 4:06,,5/25/22 8:50,Offline Sources,,,,,,,,,,,,,,
18014551,,,,,,,5/17/22 4:06,,5/25/22 8:50,Offline Sources,,,,,,,,,,,,,,
18014251,,,,,,,5/17/22 3:55,,,Offline Sources,,,,,,,,,,,,,,
18013051,,,,,,,5/17/22 3:10,,,Offline Sources,,,,,,,,,,,,,,
18013001,,,,,,,5/17/22 3:10,,,Offline Sources,,,,,,,,,,,,,,
18009251,,,,,,,5/17/22 0:50,,,Offline Sources,,,,,,,,,,,,,,
18008851,,8711145235,1,,,,5/17/22 0:41,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/17/22 10:00,Organic Social,,,,,,,,,,,,,,Gulu University
18008551,,8711035450,,,,Pune,5/17/22 0:11,Scientist (Institution or Company) ,,Offline Sources,,,,,,,,,,,,,,ZS associates
18005801,,,,,,,5/16/22 21:59,,,Offline Sources,,,,,,,,,,,,,,
18004551,,,,,,,5/16/22 20:29,,,Offline Sources,,,,,,,,,,,,,,
18004001,,8709547310,1,,,,5/16/22 19:26,Faculty ( In a University or any other institution),5/17/22 10:00,Organic Social,,,,,,,,,,,,,,sinc(i) - UNL - CONICET
18002201,,8708729962,,,,El Obour,5/16/22 16:30,Post-Graduate (Post-doctorate),,Offline Sources,,,,,,,,,,,,,,Ain-Shams university
17896601,,8708043835,,,,,5/16/22 14:51,,,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Homail
18001251,,8708123290,1,,,,5/16/22 14:37,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/17/22 10:00,Organic Social,,,,,,,,,,,,,,University of Allahabad
18001201,,,,,,,5/16/22 14:28,,,Offline Sources,,,,,,,,,,,,,,
17999951,,,,,,,5/16/22 12:23,,,Offline Sources,,,,,,,,,,,,,,
17996201,,8705122361,,,,,5/16/22 9:46,,,Offline Sources,,,,,,,,,,,,,,Saint Michael's College
17995951,,8706063512,,,,Ciudad de Mexico,5/16/22 9:41,Doctorate (Ph.D.),,Organic Search,,,Extremely easy,,,5,,,Yes,,,,Yes,Uiversidad Nacional Autónoma de Mexico (UNAM)
17995251,,,,,,,5/16/22 9:03,,,Offline Sources,,,,,,,,,,,,,,
17994551,,8705352084,,,,Kumasi,5/16/22 8:29,Undergraduate (Bachelors - B.Sc. or B.A.),,Offline Sources,,,,,,,,,,,,,,Adventist preparatory
17994251,,,,,,,5/16/22 8:23,,,Organic Search,,,,,,,,,,,,,,
17994101,,8705029303,,,,,5/16/22 8:10,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Direct Traffic,,,,,,,,,,,,,,Saveetha Medical College
15789601,,8657414225,,,,,5/16/22 7:38,,,Organic Social,,,Extremely difficult,,,4,,,Yes,,,,Yes,Mylabglobal
17993301,,8703971679,1,,,,5/16/22 7:26,Undergraduate (Bachelors - B.Sc. or B.A.),5/17/22 10:00,Organic Social,,,,,,,,,,,,,,Hacettepe University
17993201,,,,,,,5/16/22 7:15,,,Offline Sources,,,,,,,,,,,,,,
17993001,,,,,,,5/16/22 7:12,,,Offline Sources,,,,,,,,,,,,,,
17988601,,,,,,,5/16/22 4:19,,,Organic Search,,,,,,,,,,,,,,
17987251,,,,,,,5/16/22 1:53,,,Offline Sources,,,,,,,,,,,,,,
17982351,,8702709616,,,,Seattle,5/15/22 23:18,Associate Degree or High School,,Offline Sources,,,,,,,,,,,,,,None
17981551,,,,,,,5/15/22 22:57,,,Organic Social,,,,,,,,,,,,,,
17980351,,8701517903,,,,Ahmedabad,5/15/22 21:27,Post-Graduate (Post-doctorate),5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,Neuberg supratech research laboratory
17977851,,8699576609,,,,nasr city,5/15/22 16:55,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,,,,,,,,,,,,Ain Shams University
17977101,,8699112058,1,,,,5/15/22 14:59,Scientist (Institution or Company) ,5/17/22 10:00,Organic Search,,,,,,,,,,,,,,Institute of Primate Research
17977051,,8719788654,,,,Greater Noida,5/15/22 14:37,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,,,,,,,,,,,,Nil
17975851,,8698727341,,,,,5/15/22 12:49,,,Offline Sources,,,,,,,,,,,,,,USAMV Cluj-Napoca
17975101,,1437890952,,,,,5/15/22 11:39,,,Offline Sources,,,,,,,,,,,,,,University of California Santa Cruz
17974601,,8698376849,,,,,5/15/22 11:01,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/25/22 15:00,Organic Social,,,,,,,,,,,,,,Pontificia Universidad Católica de Chile
17973751,,,,,,,5/15/22 9:56,,,Offline Sources,,,,,,,,,,,,,,
17973351,,,,,,,5/15/22 9:42,,,Offline Sources,,,,,,,,,,,,,,
17969051,,,,,,,5/15/22 6:03,,,Offline Sources,,,,,,,,,,,,,,
17968751,,8697820529,,,,,5/15/22 5:51,Doctorate (Ph.D.),,Organic Social,,,,,,,,,,,,,,Pasteur Institute of Iran
17967901,,8697794340,,,IN,,5/15/22 5:09,,5/17/22 10:00,Paid Social,,,,,,,,,,,,,,Tumkur University
17960201,,8696995660,,,,Pune,5/14/22 21:18,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Paid Social,,,,,,,,,,,,,,No
17959851,,,,,,,5/14/22 20:43,,,Offline Sources,,,,,,,,,,,,,,
17959451,,,,,China,Shenzhen,5/14/22 20:22,Doctorate (Ph.D.),,Offline Sources,,,,,,,,,,,,,,
17956701,,8696109380,,,,Bangalore,5/14/22 14:02,Undergraduate (Bachelors - B.Sc. or B.A.),5/19/22 8:30,Paid Social,,,,,,,,,,,,,,MS RAMAIAH UNIVERSITY OF APPLIED SCIENCES
17956201,,,,,,,5/14/22 13:04,,,Offline Sources,,,,,,,,,,,,,,
17955101,,8695864098,,,,Bengaluru,5/14/22 11:26,Undergraduate (Bachelors - B.Sc. or B.A.),5/19/22 8:30,Organic Search,,,,,,,,,,,,,,PES UNIVERSITY
17955001,,,,,,,5/14/22 11:10,,,Organic Social,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,
17954801,,8697373715,,,,Kathmandu,5/14/22 10:56,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Purbanchal University
17952651,,8695739548,,,,CHENNAI,5/14/22 8:47,Doctorate (Ph.D.),5/19/22 8:30,Organic Search,,,,,,,,,,,,,,Nil
17950001,,8695556115,,,,Padang,5/14/22 5:24,Doctorate (Ph.D.),,Referrals,,,,,,,,,,,,,,University of Andalas
17949901,,,,,,,5/14/22 5:21,,,Organic Search,,,Extremely easy,,,5,,,Yes,,,,Yes,
17948051,,8694621522,,,,,5/14/22 3:02,,,Direct Traffic,,,,,,,,,,,,,,Muğla Sıtkı Koçman Üniversitesi
17947051,,8694559283,,,,,5/14/22 1:43,Doctorate (Ph.D.),,Direct Traffic,,,,,,,,,,,,,,Shanghai Jiaotong University
17616301,,8694472541,1,,Eswatini,mbabane,5/14/22 1:35,Undergraduate (Bachelors - B.Sc. or B.A.),5/25/22 15:00,Organic Social,,,,,,,,,,,,,,Ministry of health
17945251,,,,,,,5/14/22 0:17,,,Offline Sources,,,,,,,,,,,,,,
17945201,,,,,,,5/14/22 0:13,,,Offline Sources,,,,,,,,,,,,,,
17943851,,,,,,,5/13/22 22:57,,,Offline Sources,,,,,,,,,,,,,,
17943701,,8693842562,,,,Gurugram,5/13/22 22:34,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Organic Social,,,,,,,,,,,,,,University of North Bengal
17940951,,,,,,,5/13/22 17:32,,,Offline Sources,,,,,,,,,,,,,,
17939151,,8692639824,,,,Ota,5/13/22 16:40,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Organic Search,,,,,,,,,,,,,,Covenant University
17940451,,,,,,,5/13/22 15:28,,5/13/22 15:27,Organic Social,,,,,,,,,,,,,,
17940401,,,,,,,5/13/22 15:08,,,Offline Sources,,,,,,,,,,,,,,
17939601,,8691556777,,,,,5/13/22 13:44,,,Offline Sources,,,,,,,,,,,,,,Transylvania University
17939401,,8691525551,,,IN,,5/13/22 12:49,,5/17/22 10:00,Paid Social,,,,,,,,,,,,,,kailash hospital and research centre
17938901,Mestrado,8691483980,1,,,Florianópolis,5/13/22 12:47,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/17/22 10:00,Organic Social,,,,,,,,,,,,,,Universidade Federal de Santa Catarina
17938651,,,,,,,5/13/22 12:10,,,Offline Sources,,,,,,,,,,,,,,
17938451,,,,,,,5/13/22 12:06,,,Offline Sources,,,,,,,,,,,,,,
17933901,,8689952586,1,,,Hyderabad,5/13/22 9:30,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Paid Social,,,,,,,,,,,,,,Mediworks
17934201,,8690008179,,,,Kolkata,5/13/22 9:30,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,,,,,,,,,,,,Mylab Discovery Solution
17932251,,,,,,,5/13/22 7:55,,,Direct Traffic,,,,,,,,,,,,,,
17931001,,8688984480,,,,Bangalore,5/13/22 7:01,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Organic Social,,,,,,,,,,,,,,Nrupathunga University
17930351,,8688798045,,,,Pune,5/13/22 6:36,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,,,,,,,,,,,,DPU
17930151,,,,,,,5/13/22 6:31,,,Offline Sources,,,,,,,,,,,,,,
17927651,,,,,,,5/13/22 4:31,,,Offline Sources,,,,,,,,,,,,,,
17927551,,,,,,,5/13/22 4:28,,,Offline Sources,,,,,,,,,,,,,,
17927401,,,,,,,5/13/22 4:22,,,Offline Sources,,,,,,,,,,,,,,
17927251,,,,,,,5/13/22 4:15,,,Offline Sources,,,,,,,,,,,,,,
17926801,,8206269557,,,USA,Cambridge,5/13/22 3:56,,5/18/22 7:36,Offline Sources,,,,,,,,,,,,,,Asian University for Women
17926751,,8206269557,,,,,5/13/22 3:56,,5/18/22 7:36,Offline Sources,,,,,,,,,,,,,,Asian University for Women
17923901,,,,,,,5/13/22 2:18,,,Offline Sources,,,,,,,,,,,,,,
17923451,,8687521357,,,,,5/13/22 1:55,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Email Marketing,,,,,,,,,,,,,,Anthem Biosciences Pvt Limited
17923401,,,,,,,5/13/22 1:54,,,Offline Sources,,,,,,,,,,,,,,
17921551,,,,,,,5/13/22 0:20,,,Organic Search,,,,,,,,,,,,,,
17921201,,8687028146,,,,Shantou,5/13/22 0:14,Doctorate (Ph.D.),,Direct Traffic,,,,,,,,,,,,,,Shantou University Medical College
17921251,,,,,,,5/13/22 0:12,,,Direct Traffic,,,,,,,,,,,,,,
17920801,,8687051840,1,,,Mumbai,5/13/22 0:06,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Paid Social,,,,,,,,,,,,,,"Anthem biosciences Pvt limited, Banglore"
17919801,,,,,,,5/12/22 22:51,,,Offline Sources,,,,,,,,,,,,,,
17920101,,8687023709,,,IN,,5/12/22 22:48,,5/17/22 10:00,Paid Social,,,,,,,,,,,,,,MS Ramaiah university of applied sciences
17918901,,,,,,,5/12/22 21:09,,,Offline Sources,,,,,,,,,,,,,,
17917401,,,1,,,,5/12/22 18:38,,5/13/22 11:00,Organic Social,,,,,,,,,,,,,,
17915001,,8683349282,,,,,5/12/22 13:49,,,Organic Search,,,,,,,,,,,,,,THE UNIVERSITY OF UTAH
17914851,,,,,,,5/12/22 13:31,,,Offline Sources,,,,,,,,,,,,,,
17914151,,8681678990,1,,,Thane,5/12/22 12:11,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,"Pillai college of art's, commerce and science"
17914001,,,,,,,5/12/22 12:00,,,Offline Sources,,,,,,,,,,,,,,
17913451,,,,,,,5/12/22 11:22,,,Offline Sources,,,,,,,,,,,,,,
17910301,,,,,,,5/12/22 8:47,,,Offline Sources,,,,,,,,,,,,,,
17908201,,8680590449,,,,,5/12/22 8:10,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,,,,,,,,,,,,KENYA MEDICAL RESEARCH INSTITUTE
17909651,,,,,,,5/12/22 8:09,,,Offline Sources,,,,,,,,,,,,,,
17909001,,8679373704,,,,Berlin,5/12/22 7:41,Scientist (Institution or Company) ,,Offline Sources,,,,,,,,,,,,,,Hacking Health Berlin
17908051,,7188562057,1,,Sverige,Björklinge,5/12/22 6:51,Doctorate (Ph.D.),,Offline Sources,5/16/22 1:22,4,Extremely easy,,,4,,10,Yes,,,,Yes,Uppsala universitet
17908001,,,,,,,5/12/22 6:48,,,Offline Sources,,,,,,,,,,,,,,
17907251,,8678916371,1,,,Noida,5/12/22 6:07,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Referrals,5/13/22 2:35,1,,,,,,97.4,,,,,,Amity University
17906501,,,,,,,5/12/22 5:10,,,Offline Sources,,,,,,,,,,,,,,
17905251,,,1,,"Korea, Republic of",Jeju,5/12/22 3:55,,,Organic Search,5/13/22 0:59,1,It was not hard neither too easy,,,4,,10,Yes,,,,Yes,
17904051,,8678620553,,,,,5/12/22 2:40,,,Organic Social,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Marwadi University
17903501,,,,,,,5/12/22 2:09,,,Offline Sources,,,,,,,,,,,,,,
17903301,,,,,,,5/12/22 1:56,,,Offline Sources,,,,,,,,,,,,,,
17902801,,,,,,,5/12/22 1:42,,,Offline Sources,,,,,,,,,,,,,,
17900202,,7244264964,,,,,5/11/22 23:12,,5/12/22 3:09,Offline Sources,,,,,,,,,,,,,,Amity University
17900201,,7244264964,,,,,5/11/22 23:12,,5/12/22 3:09,Offline Sources,,,,,,,,,,,,,,Amity University
17899401,,8672863818,,,,,5/11/22 21:36,,,Offline Sources,,,,,,,,,,,,,,Columbia College
17899201,,8676504085,,,,Dhanaura,5/11/22 21:33,Undergraduate (Bachelors - B.Sc. or B.A.),,Offline Sources,,,,,,,,,,,,,,Banasthali Vidyapith
17899751,,8678075677,1,,IN,,5/11/22 21:23,,5/17/22 5:48,Paid Social,,,,,,,,,,,,,,Indian Agricultural Statistics Research Institute
17898851,,8676610410,1,,US,,5/11/22 21:10,,5/19/22 21:30,Paid Social,,,,,,,,,,,,,,"IBERS, Aberystwyth University"
17897751,,8668439176,,,CZ,,5/11/22 17:26,,,Paid Social,,,,,,,,,,,,,,College students
17897251,,8662060069,1,,IN,,5/11/22 16:24,,5/17/22 21:30,Paid Social,,,,,,,,,,,,,,Post Graduate Institute of Medical Education and Research
17895551,,8660621453,1,,US,,5/11/22 13:43,,5/19/22 21:30,Paid Social,,,,,,,,,,,,,,IIT-DELHI
17894551,,8660328509,1,,IN,,5/11/22 13:12,,5/12/22 6:31,Paid Social,,,,,,,,,,,,,,I'm a student
17892951,,4883062895,1,,United States,Cambridge,5/11/22 11:56,,,Offline Sources,5/17/22 0:32,6,,,,,,10,,,,,,Asian University for Women
17891751,,,,,,,5/11/22 11:15,,5/11/22 11:14,Direct Traffic,,,,,,,,,,,,,,
17891851,,8658908173,1,,IN,,5/11/22 10:35,,5/17/22 21:30,Paid Social,,,,,,,,,,,,,,"SRM UNIVERSITY, CHENNAI"
17890301,,,,,,,5/11/22 10:01,,,Offline Sources,,,,,,,,,,,,,,
17890101,,,,,,,5/11/22 9:56,,,Offline Sources,,,,,,,,,,,,,,
17890601,,8657488797,,,IN,,5/11/22 9:54,,5/17/22 10:00,Paid Social,,,,,,,,,,,,,,I am a student
17890551,,8657518857,1,,IN,,5/11/22 9:48,,5/17/22 4:49,Paid Social,,,,,,,,,,,,,,Mylab Discovery Solutions
17889401,,,,,,,5/11/22 9:34,,,Offline Sources,,,,,,,,,,,,,,
